train_loss,train_acc,test_acc
2.312935426412031,12.804,9.99
2.303556630373611,10.014,10.0
2.303653942044739,9.774,10.0
2.303591534609685,9.902,10.0
2.3034579641068986,10.01,10.0
2.3035759855719173,9.972,10.0
2.303449706958078,10.052,10.0
2.303609486431112,9.97,10.0
2.303503034974608,9.754,10.0
2.3037282185786214,9.858,10.0
