train_loss,train_acc,test_acc
1.794502327324714,36.376,44.45
1.6124197557349276,43.216,46.8
1.5337611066173913,45.978,49.51
1.484476394288752,47.592,50.06
1.4449394386850407,49.036,51.42
1.409056621069185,50.478,51.83
1.3763936753846557,51.654,52.06
1.3516471638407985,52.664,52.96
1.3218038911172691,53.556,53.52
1.301319820943431,54.308,53.63
