train_loss,train_acc,test_acc
1.7438683140918116,37.98,45.21
1.5878605766369558,43.772,47.13
1.5222881817451828,46.006,49.51
1.4725023290080488,47.854,49.42
1.4377453096992219,49.178,49.89
1.4028023022519962,50.148,51.21
1.3778151433791042,51.036,50.95
1.3436976806129641,51.984,51.6
1.3216850086856071,53.032,52.18
1.3025493060079072,53.194,52.34
