train_loss,train_acc,test_acc
1.913029556079289,31.904,41.31
1.7186180969028522,39.2,45.04
1.641238984854325,42.076,46.69
1.592827043265028,43.994,48.23
1.5571889380359893,45.196,48.72
1.5268467987894707,46.14,50.09
1.4980752837017675,47.4,50.33
1.4710077913216009,48.33,51.25
1.4520659992457046,49.028,51.7
1.4318066460397236,49.918,52.02
