train_loss,train_acc,test_acc
2.201457998345315,15.906,16.26
2.1707639989376983,16.098,15.53
2.168110776847551,16.152,17.03
2.1663939309135434,15.872,16.17
2.158861442628154,15.972,14.92
2.1632255388999395,16.108,17.07
2.1565350443601456,16.25,17.1
2.149905806615882,16.286,15.56
2.147452997535906,16.308,15.78
2.1461565146748254,16.758,18.05
