train_loss,train_acc,test_acc
2.3182897677506937,10.37,10.0
2.3037740998255933,9.992,10.0
2.3038695184775935,9.97,10.0
2.3054994640447903,9.828,10.0
2.304020491097589,9.862,10.0
2.305715607255316,10.02,10.0
2.303612921244043,9.964,10.0
2.3096709669093647,9.672,10.0
2.303670420061292,9.878,10.0
2.303860818943404,9.962,10.0
