train_loss,train_acc,test_acc
1.7438450978540094,38.7,44.81
1.5279705382673943,46.52,47.41
1.4392075649917584,49.832,49.62
1.3737679190952758,52.19,50.47
1.320871671294922,54.208,51.27
1.2725603944047943,55.75,52.11
1.2311492152988452,57.502,51.86
1.1915736900418616,58.884,53.28
1.155594342733588,60.222,52.77
1.1212960856649883,61.318,53.26
