train_loss,train_acc,test_acc
1.7209600513548498,38.876,44.87
1.5757795816187359,44.366,47.05
1.5049941673912965,47.142,47.67
1.4534856036800863,48.518,50.18
1.409379660244793,50.006,51.24
1.3714525044116828,51.392,51.48
1.3407256954618731,52.232,51.26
1.3052460909499537,53.338,51.42
1.2743793434041846,54.47,51.63
1.25224094790266,55.334,52.2
