train_loss,train_acc,test_acc
1.9157433765329617,31.526,41.49
1.7524906929227226,37.822,44.61
1.691069698532041,40.374,46.08
1.6503996481440881,41.668,46.84
1.6154528260612366,43.2,48.24
1.5882457509989625,44.068,48.84
1.556707639230495,45.07,49.86
1.5388685361132435,45.824,50.01
1.520525039271979,46.498,50.55
1.507016652986474,46.922,50.69
