train_loss,train_acc,test_acc
2.133087007590877,20.84,24.77
2.0855781010654577,22.228,25.84
2.099980928403947,21.208,23.69
2.1049613092866397,20.17,24.74
2.094054700468507,20.412,23.15
2.087262540217251,20.542,25.94
2.094406786172286,20.176,24.61
2.0876290462815854,20.312,21.84
2.0991364113814996,19.702,25.31
2.0916216803328767,19.634,23.51
