train_loss,train_acc,test_acc
1.6972215412826928,40.35,45.91
1.4883782638240455,47.794,49.45
1.3980877349488032,51.266,51.11
1.3288416778972647,53.834,51.56
1.2691715814635605,55.918,52.08
1.2191925267721702,57.616,53.02
1.1732638500778627,59.338,53.8
1.1292029476211534,60.924,53.95
1.090279136341654,62.288,53.75
1.0530894809591411,63.646,53.89
