train_loss,train_acc,test_acc
1.762704628660246,37.648,44.69
1.5652526062162941,44.924,47.64
1.4800449681403998,48.07,50.61
1.4173315108737068,50.018,51.48
1.3735806041056542,51.974,52.19
1.3307053776043456,53.408,52.96
1.2967842326444738,54.674,53.47
1.2611810332521454,55.932,53.89
1.226624494013579,57.092,54.54
1.1994532492307142,58.088,55.35
