train_loss,train_acc,test_acc
1.8892463247489442,32.09,41.28
1.762513637390283,37.034,44.92
1.718814337192594,38.798,43.99
1.6886156213557935,39.938,45.65
1.6633649934893069,40.702,46.94
1.6424565818303687,41.75,46.43
1.6281481994997204,42.144,46.83
1.6094194196374214,42.984,47.26
1.5948152193023115,43.308,46.91
1.5828585566767037,43.632,48.9
