train_loss,train_acc,test_acc
2.2615173725825746,13.706,15.9
2.2446943856871036,13.242,13.49
2.2438501378764277,13.344,15.83
2.2436551501988755,13.476,12.43
2.2592215050211952,13.27,12.07
2.278232265006551,11.724,12.06
2.2865677840264556,11.018,12.85
2.2821019305597487,11.662,13.21
2.2938602699343202,10.84,11.52
2.291614105939255,11.13,10.04
