train_loss,train_acc,test_acc
1.7379265008375162,38.3,46.26
1.5680781758349875,44.668,47.94
1.4986999815382311,46.956,49.91
1.4476687405115503,48.952,51.14
1.4024061696303776,50.362,51.83
1.3677190603197689,51.344,53.24
1.3358903190364009,52.69,52.13
1.3068228219171314,53.482,53.13
1.2841223066725085,54.236,52.94
1.2578012045387112,55.134,54.3
