train_loss,train_acc,test_acc
2.2145109967550862,15.468,16.61
2.2123556013528307,14.33,15.02
2.2069866250740438,14.352,16.01
2.198517797165625,14.408,14.36
2.2043706810176946,14.342,14.9
2.211874052186235,14.07,14.21
2.2009781827853416,14.646,15.61
2.195270336368339,14.928,14.39
2.1925629404822145,14.676,15.93
2.216655137595349,14.47,13.24
