train_loss,train_acc,test_acc
1.9405950984686537,30.102,32.25
1.7549028817345114,36.096,38.11
1.7048101888593201,38.086,38.78
1.664489341513885,40.928,40.15
1.6469587233975111,41.168,39.73
1.6218232974371947,42.344,40.37
1.6087426050849583,43.248,40.03
1.5594457003771496,45.098,38.31
1.5497116063866774,45.15,40.03
1.5288386040026574,46.164,41.32
