train_loss,train_acc,test_acc
1.7126900195465673,39.064,45.58
1.541392240682831,45.428,47.98
1.464561668808198,48.31,48.93
1.4043653008273191,50.112,51.35
1.3577419116978755,51.826,52.17
1.3177686859579647,53.408,53.04
1.274110240094802,54.604,52.26
1.244209430864095,55.792,53.55
1.209216319539053,57.242,54.39
1.176993442465887,57.998,53.97
