train_loss,train_acc,test_acc
1.7347896739345072,39.196,45.45
1.5070302544347465,47.236,48.47
1.4099904521347006,50.796,50.12
1.3368807671320102,53.388,51.16
1.2767520112454738,55.568,51.99
1.2241257237046577,57.506,52.61
1.1762755789110422,59.24,53.75
1.1330742130194174,60.906,54.0
1.0902048392064125,62.48,54.26
1.050576896313816,63.784,53.98
