train_loss,train_acc,test_acc
2.3287634881581547,10.95,10.0
2.3040265050059467,10.016,10.0
2.3039770814294016,9.908,10.0
2.304230980436846,10.01,10.0
2.3068997789786856,10.04,10.0
2.3039583540542417,9.846,10.0
2.3040265431407163,9.894,10.0
2.3040586009059134,9.644,10.0
2.3039986579294625,9.94,10.0
2.3038464965381,10.046,10.0
