train_loss,train_acc,test_acc
2.24395509205206,16.994,18.56
2.168784912894754,17.454,19.43
2.157840948885359,17.088,19.74
2.175058746581797,16.428,19.32
2.174872251422814,16.586,19.32
2.153739759684219,17.098,19.04
2.144382982607693,17.456,20.1
2.1508066956039587,17.336,19.74
2.167120663406294,16.566,16.08
2.167232460073193,16.67,17.27
