train_loss,train_acc,test_acc
1.9918737179787873,28.806,38.89
1.8056215441135495,36.028,42.61
1.7375219292043116,38.834,43.99
1.6944290808094737,40.262,45.25
1.6595707921420826,41.572,47.18
1.6316810983526127,42.308,47.46
1.607136776685105,43.528,47.89
1.5908689922688868,44.05,48.49
1.571430224896697,44.64,49.07
1.5518389879285222,45.394,49.54
