train_loss,train_acc,test_acc
2.3078085013253524,10.468,10.0
2.304040821256046,9.698,10.0
2.304382965187956,9.772,10.0
2.304206722147253,9.904,10.0
2.3040054896971545,9.986,10.0
2.304314538750676,9.806,10.0
2.303820632164553,10.122,10.0
2.3041275057057424,9.922,10.0
2.303954820181419,10.096,10.0
2.304020981565928,10.056,10.0
