train_loss,train_acc,test_acc
2.342051151389124,9.958,10.0
2.3040460390077517,9.89,10.0
2.3061695243789075,10.136,10.0
2.315922855796985,9.94,10.0
2.3040444562622775,9.896,10.0
2.3039260140917506,9.986,10.0
2.3040017588963817,9.794,10.0
2.304036043121963,9.89,10.0
2.3041127658546237,9.664,10.0
2.303985081646432,9.97,10.0
