train_loss,train_acc,test_acc
2.333700912698903,10.05,10.0
2.3051298155818167,9.916,10.0
2.30418262097291,10.0,10.0
2.3057429967442156,10.18,10.0
2.3042950412057106,9.91,10.0
2.3042250088370158,9.954,10.0
2.303961204857073,10.134,10.0
2.3038649731390155,9.906,10.0
2.303998577083751,9.956,10.0
2.304389726635133,10.05,10.0
